content,content_ing
"hi tokopedia, salah satu penting dibutuhkan buyer ke-konsisten-an. termasuk saat pemberian voucher. coba dipastikan apakah sistemnya mendukung hingga proses pembayaran. jadi masalah ketika checout, voucher digunakan, pembayaran diverifikasi tiba-tiba dibatalkan sepihak anda. jadi niatnya apasih, belanja memerlukan energi waktu, jujur saya kecewa jadi mikir mau belanja lagi, baru mengalami ini cukup shock","Hi Tokopedia, one important is needed by consistent buyers.Including when giving vouchers.Try to be sure whether the system supports the payment process.So the problem when checking, the voucher is used, the verified payment is suddenly canceled unilaterally you.So what intention is, shopping requires time, honestly I am disappointed so I think about shopping again, just experiencing this is quite shocked"
"sekarang kok aplikasi tokopedia jelek sering mengalami kendala bug gak buka, gimana mau belanja, orang buka gx bug melulu not responding keluar sendiri jadi males ngintal apk tokopedia, percuma instal gak dipake setiap di klik mau buka aku bug keluar sendiri","Now how come the Tokopedia application is ugly often experiencing bug constraints not open, how do you want to shop, people open gx bugs, not responding to themselves, so lazy to introduce Apk Tokopedia, it's useless to install it every time I want to open me bug out alone"
"kira kebijakan tokopedia pengajuan komplain sangat buruk. dimulai hanya diberikan waktu 2 hari barang diterima dimana bebelum ada waktu membuka mengecek paket kita, tokopedia dapat membantu pembeli mentidakomplain barang pesanan dinyatakan selesai (baik otomatis disengaja). sudah berbelanja disini lebih 2 tahun, ketika menemukan beberapa penjual nakal, tokopedia tidak bisa bertindak apa-apa","I think Tokopedia's policy of submitting a complaint is very bad.Starting only given 2 days the item is received where there is a time to open to check our package, Tokopedia can help buyers not comply with ordered items are declared complete (good intentional automatic).Already shopping here for more than 2 years, when finding several naughty sellers, Tokopedia could not act anything"
"tiap mau belanja tokped slalu batalkan otomatis sistem,dari dulu kenadalanya sama,tolong dong kalau ga ngasih diskon seengganya jangan persulit,rival2 tokped lebih simpel loh gaada tuh namanya batalkan otomatis sistem","Every time you want to shop, you always canceled the system automatically, from the first the same thing, please please, if you don't give a discount at least don't be difficult, the tokped rivals are more simple"
"baru coba pakai langsung kecewa. pilih fitur diskon & gratis ontidakir, ternyata harganya berubah tetap bayar ontidakir paketnya datang tertera resinya. mending pake toko sebelah.","just tried to use it immediately disappointed.Choose the discount feature and free ontidakir, it turns out that the price changes still pay ontidakir the package comes on the resist.Better to use the shop next door."
"kecewa, karna bisa transaksi satu kecamatan sama. sebebelumnya tanya cfs perbolehkan. dilakukan transaksi malah batalkan. padahal pakai promo apapun,tidak pakai voucher cashback juga. tokopedia sekarang aneh.","disappointed, because it can be transactions one sub -district the same.After all, I asked CFS to allow it.transactions are canceled.Even though using any promo, don't use cashback vouchers too.Tokopedia is now strange."
"aplikasi error dzolim. pengalaman udah bayar spaylater kode diberikan via indomaret. pembayaran sudah sesuai dinyatakan berhasil ternyata aplikasi pembayaran bebelum terverifikasi sampe sekarang. akibatnya jadi kena charge 5% keterlambatan padahal tidak terlambat bayar! eror jg yang kasih konsumen hukuman! cs bilang suruh tunggu 1x24 jam, kemudian udah diikuti malah bilang kendala penanganan. alasan mulu!","Dzolim Error Application.Experience already paid spaylater code given via Indomaret.Payment was appropriate declared successful it turned out that the bebelum payment application was verified until now.As a result, I was charged a 5% delay even though it wasn't too late to pay!ERROR JG that gives consumers penalties!CS said told to wait 1x24 hours, then it was followed even saying obstacles to handling.Reasons first!"
"tgl 4 estimasi tiba tgl 6-8, pas udah tgl 8 tiba tiba berubah jadi estimasi tgl 9-11, minimal ngotak dikit lah ajg. kurir rekomendasi buat kesel. pengguna plus gak ngaruhnya sekarang.","Date 4 Estimation arrived 6-8, when the 8th was suddenly changed to the estimated date 9-11, at least a little bit.courier recommendation for upset.Plus users don't affect it now."
"aplikasi selalu crash mencoba melihat profil toko dikunjungi, melihat daftar voucher, saat fast scrolling beranda, padahal sebebelum gabung tiktok shop semuanya aman ada error sama sekali. padahal hp redmi 10c 4/128 spek nya lebih cukup aplikasi ini. diperbaiki masalah masalah tersebut","The application is always crash trying to see the shop profile visited, see a list of vouchers, when fast scrolling homepage, even though before joining the tiktok shop everything is safe there is an error at all.Even though the Redmi 10C 4/128 SPEK is more enough.improved the problem"
"aplikasi ga optimal, sama aja kyk emulator bebelum optimal patah2 meski hp flagship terbaru. app patah2 pas scroll dimensity 8300u trus lambat responnya dipencet sekarang 2 detik kemudian baru loading. trus masalah klik link tele / whatsapp kebanyakan gak respon. parah sih","The application is not optimal, just the same as the optimal bebelum emulator broken even though the latest flagship cellphone.App Broken Pas Scroll Dimensity 8300U then the response is slowly squeezed now 2 seconds later just loading.Then the problem clicks the tele / whatsapp link is mostly not response.It's bad"
"beli barang, melakukan pembayaran.tapi di batalkan sepihak?!!!!. alsan adanya manipulasi pembayaran,dan promo sesuai persyaratan berlaku.lain kali kalau ga mau rugi,atau gak niat kasih promo jangan bikin promo deh.lagulaguan.","Buy goods, make payments. But canceled unilaterally? !!!!Alsan there is a payment manipulation, and promo according to the requirements applies. Other times if you don't want to lose, or don't intention to give a promo, don't make a promo."
tercium mencari keuntungan besar memberi kenyamanan prioritas pengguna pengguna merasa rugikan satu kali 2 kali sering kali terutama bagian kurir udah tau ekspedisi nya bobrok ajak kerja sama pada akhir nya menjatuhkan rasa kepercayaan pada pihak tokopedia saya sangat kecewa tidak bisa memberikan solusi padahal paket pada penjual bbelum di ambil kurir sudah masuk 1 minggu gak kejelasan nya tokopedia smph,"smelled a big profit to give the priority of the user's priority to feel disadvantaged once 2 times often, especially the courier already knew the expedition was likely to work together at the end to drop a sense of trust in the Tokopedia I was very disappointed to not provide a solution even though the package to the seller was not yet in the sellertake the courier has entered 1 week not clarifying tokopedia"
"makin lama makin jelen pelayananya, expds pilih apalagi. ekspedisi sapx hapus sistem, pengiriman lama banget. lewat estimasi pengiriman. tahu tahu estimasinya perpanjang sama sistem 3 hari dari pertama di tentukan. tanya tokopedia care percuma gak solusinya. cuma jawab harap sabar di tunggu saja, kalau masalah susah di hub cs nya, beda jauh sama yang cs s......","The longer the servants' jelan, EXPDS choose what else.SAPX expedition delete the system, very long delivery.through the estimated delivery.Know the estimated estimation is extending the same as the 3 -day system from the first determined.asked Tokopedia Care is useless.Just answer, please wait patiently, if the problem is difficult in the CS hub, it is much different from the cs s ......"
aplikasi gajelas. bayar dapet promo otomatis batalkan sistem tokopedia. kalau emang gamau ngasih diskon. ngapain ngasih promo? sampe 3 kali pembayaran lewat gopay lwt va bank 3 kali gagal. bener2 nyesel pake aplikasi. mana tarik tunai saldo tokopedia rekening bank lama banget prosesnya. buruk banget,Gajlelasal Application.Pay to get an automatic promo to cancel the Tokopedia system.If you really don't give a discount.What are you doing promo?until 3 times the payment via Gopay LWT VA Bank 3 times failed.really regret using the application.Where is the cash withdrawal of the Tokopedia Balance of the Old Bank Account.Very bad
"kualitas makin buruk. 1. layanan expedisi selalu lemot terutama id express, paket lama sampe 2. udah mulai iklan tokped 2 menit sekali, ganggu sekali ini. ga perbaikan 2 hari..saya mau unistal tokped","The quality is getting worse.1. Expedition services are always slow, especially Express ID, old package until 2. Already started tokped advertisements every 2 minutes, disturb this once.no improvement for 2 days ... I want to unistal tokped"
"aplikasi belanja paling buruk, fitur aplikasi ribet bertele-tele tidak menarik, kebanyakan biaya dikeluarkan melakukan pembelian barang, potongan voucher / diskon sangat sedikit, rugi 15.500 sekedar pengen coba cekout barang seharga 1.000 sbgai pengguna baru tapii ujung2ny dibatalkan dikembalikan dana, sedang dana tdk transfer kemana2 krena minimal transfer 10.000, dana sya ada 3.100 di akun ini, sya sangat menyesal! belajarlah sperti apk sbelah!!!","The worst shopping application, the complicated application features are not attractive, most costs are incurred to purchase goods, voucher / discount discounts are very little, loss 15,500 just want to check out the goods for 1,000 as new users but the end is canceled by the funds, while the funds are not transferredEverywhere because of a minimum transfer of 10,000, there are 3,100 funds in this account, I am very sorry!Learn like the apk after !!!"
"min ekspedisi sapx expres hapus aja sistem pengiriman rekomendasi tokopedia. ekspedisi sangat buruk pengiriman. pickup nya lama, bebelum proses transit sampe stuck gudang. jadi kurang puas, padahal pelayanan toko cukup bagus. cuma kendala ekspedisi nya aja. terikasih🙏","Min Sapx Express Express Expedition Just Delete the Tokopedia Recommendation Delivery System.Expedition is very bad shipping.The pickup is long, the transit process until the warehouse is stuck.So it's not satisfied, even though the shop service is quite good.Just the expedition constraints.Thanks Add"
"keuntungan menggunakan plus apa? mendapatkan gratis ontidakir? kemudian paket tetap dikirim sistem dilempar ekspedisi lain, awal pick-up id express kemudian dilempar jne membuat waktu pengiriman lebih lama, tracking gateway error,, benar benar mengecewakan. perusahaan startup besar seperti pelayanannya","What is the advantage of using plus?Get free ontidakir?Then the package is still sent the system thrown by another expedition, the beginning of the Pick-up ID Express then thrown JNE makes the delivery time longer, Tracking Gateway Error ,, really disappointing.large startup companies like their services"
"kalau expedisi gratis ontidakir msih kaya gini, pembeli ga bsa nentuin, mnding kalau kasihnya kurir terbaik, malah dapet kurir ga jelas, tambah promo tokopedia sekarang makin ga menarik makin sedikit, promo buat pengguna baru kebanyak batalin sistem tau alasannya apa, kalau memang pelanggaran lebih baik tidak bsa mlanjutkan pembayaran, biar saldo bekas pembayaran g sia2, kalau tokopedia msih sperti trus siap2 aja kedepannya makin sepi pembeli","If the free expedition is unidecuting like this, buyers can not determine, if you love the best couriers, instead get an unclear courier, added the Tokopedia promo is now more and more attractive, promos for new users are mostly canceled the reasons, if indeed the violation is moregood can not continue payment, so that the former payment balance is waste, if the tokopedia is still like then just get ready in the future the more quiet buyers"
"sayang banget tokopedia gak punya opsi pembayaran lewat ""atm lainnya"", padahal bakalan bantu mempermudah orang2 pelosok buat bayar paket mereka. padahal tokped barangnya lebih lentidakap shopee. beda banget sama shopee mempermudah pembayaran paket, juga jadi perbedaan jelas shopee tokped, semoga kedepannya tokopedia nyediain opsi pembayaran supaya orang2 pelosok jadi lebih terbantu.","It's a shame Tokopedia does not have a payment option through ""other ATMs"", even though it will help make it easier for remote people to pay their packages.Even though the goods tokped were more shopee.Very different from Shopee facilitates package payments, also a clear difference in Shopee Tokped, hopefully in the future Tokopedia provides payment options so that remote people will be more helped."
"paling menyedihkan belanja tokped, kurir salah kirim, status diterima, padahal bukan nerima, ajukan komplain, butuh waktu 7 hari, gila, ngadu tokopedia care, ga guna, bener2 ga berguna, cape perasaan belanja tokped pake kurir rekomendasi, no resinya ga dilacak tokped doang, padahal kalau dikasih no resi asli kurirnya, kan diambil sendiri tempatnya langsung, barang dibutuhkan segera macet di pengiriman yang salah lagi, barang hilang ga jelas","The saddest shopping tokped, courier sent wrong, status received, even though not accepted, submit complaints, it took 7 days, crazy, complaining to tokopedia care, no use, really not useful, tired of the feeling of shopping tokped using a recommendation courier, no resistance is not tracked tokpedJust, even though if given the original courier receipt number, the place is taken directly directly, the item is needed immediately jammed in the wrong shipping, the item was lost unclear"
barang beli melewati waktu estimasi bebelum sampai...rugi waktu...padahal sengaja pilih paket reguler tujuan lebih cepat sampai...dan jasa kirim si cepat jangan rekomendasikan padahal tempat (saya tau awalnya)..dan estimasi pengembalian dana kalau barang sampai untuk barang beli...untuk jasa kirim mencapai 100 ribuan lebih tidak jelas..?dan lebih buruknya pertanyaan saya hanya di jawan komputer kejelasan...!!!,"Items buy past the estimated time to ... Loss of time ... even though deliberately select the regular destination package faster until ... and the service is sent quickly, don't recommend even though the place (I know initially) ... and estimated the refund if the goods arrivefor buying items ... for sending services to reach 100 thousand more unclear ..? And worse my question is only in a computer clarity ... !!!"
"aplikasi ruwet!! adanya kurir rekomendasi malah merugikan orang.. beli barang hilang alamat sampe sekarang, stelah ajukan refund dana tokopedia bisa memberi kejelasan, disuruh menunggu-menunggu sampai tiga bulan lebih tidak pengembalian dana.. tokopedia merekomendasikan maling jadi kurir !!!","RUWET APPLICATION !!The existence of a recommendation courier is even detrimental to people .. Buy the lost item until now, after submitting a refund of Tokopedia funds can provide clarity, told to wait for up to three months to not refund ... Tokopedia recommends a thief to be a courier !!!"
"barang dihilantidakan kurir lalu tokopedia memberikan batas konfirmasi barang 3 hari tadinya 4 hari. sudah kehilangan, disuruh cari sendiri, dikurangi rentang konfirmasi penerimaan. pihak expedisi sicepat tidak tanggungjawab. jauh lebih baik shopee. bukti pengiriman pakai foto dsb. barang gak sampai, uang melayang. alhamdulillah.","The goods are won by the courier then Tokopedia gives a confirmation limit for the 3 -day item is 4 days.Already lost, told to search for yourself, minus the range of reception confirmation.The Sicepat expedition is not responsible.Much better Shopee.Proof of delivery using photos etc.Goods don't arrive, money floats.Alhamdulillah."
"pengguna lama tokopedia cukup sering berbelanja apapun lewat tokopedia, beberapa waktu belakangan sangat kecewa sekali terkait ekspedisi pilihan tokopedia, sangat buruk kinerja nya. id express 2x pengiriman bermasalah, pertama barang saya terima status nya diterima saya langsung, padahal faktanya ada kurir datang.. lebih parah nya ketika komplain di tokopedia care, dr pihak tokopedia malah membela ekspedisi nya.. parahhhhhh","Tokopedia old users quite often shopping through Tokopedia, in recent times very disappointed regarding the expedition of the choice of Tokopedia, very bad performance.Id Express 2x Delivery of problematic, first of the item I received the status was received directly, even though the fact was there was a courier coming ... worse when complaining at Tokopedia Care, from the Tokopedia even defended the expedition ... Parahhhhhh"
"aplikasi sangat mengecewakan. sudah menggunakan aplikasi sejak 2018, semakin lama semakin jelek. terlalu banyak masalah aplikasi update membutuhkan banyak waktu menunggu aplikasi normal kembali. update seharusnya aplikasi semakin baik bukan jelek. sekarang tidak melakukan transaksi gopay meskipun saldo banyak, eror terus saat meminta bantuan justru diminta transaksi luar aplikasi.","The application is very disappointing.Already using the application since 2018, the longer the worse.Too many update application problems require a lot of time waiting for the application to be normal again.Update the application should be better not bad.Now do not make gopay transactions even though there are many balances, the error continues when asking for help is actually asked for transactions outside the application."
"olshop ampas pengiriman barang sangat lama, bayar awal dateng lamban melebihi estimasi perkembangannya sama sekali, komplain tetep ga ada perkembangannya sama sekali mendingan buang aja fitur. pantesan kaga populer","Olshop DIPAS Delivery of goods is very long, paying the beginning to come slowly beyond the estimated development at all, complaints still have no development at all better just throwing features.No wonder Kaga is popular"
"pesen tanggal 15 april, dikirim tanggal 17...ada perpanjangan otomatis barang nyampe sampe 26. perpanjangan selesai, cek sama penjual ternyata barang hilang. nunggu 7 hari investigasi. bantidake banget kurir pake jne kemarin2 seminggu baru datang malah hilang.","Order on April 15, sent on the 17th ... There is an automatic extension of the item arrives until 26. The extension is complete, check with the seller it turns out the goods are missing.Wait for 7 days of investigation.Bantidake is really a courier using JNE yesterday, a week just came to disappear."
"sya mendapatkan pengalaman buruk,saat belanja aplikasi ini, terutama jasa ekspedisi nya bekerjasama.sangat lambat, penanganan paket hilang antar tidak sesuai estimasi.tidak rekomendasikan,sangat parah","I get a bad experience, when shopping for this application, especially the expedition service cooperation. Very slow, handling of missing packages does not match the estimation."
"sy sering belanja tokopedia, sangat menjentidakelkan ekspedisi rekomendasi tokopedia byk buruk terutama ekspedisi sapx ,ditambah lg byk pedagang fiktif niatnya menipu,paling diarahkan tokopedia care dijawab sm mesin tidak memuaskan , kesannya tokopedia membiarkan semua ,tokopedia berbenah menjadi lebih baik .","I often shop Tokopedia, very highly tent the recommendations for Tokopedia recommendations, especially SAPX expeditions, plus fictitious traders in the intention of deceptive, most directed by Tokopedia Care answered SM Machine unsatisfactory, the impression of Tokopedia let all, Tokopedia improves better."
"udah pakai tokopedia lama bahkan pernah jadi sellernya, sekarang kecewa berat. kurir rekomendasi nyatanya gak rekomendasikan, barang jadi lama datang. satu kota bisa 8 hari? wow banget kan? bahkan paket hilang menggunakan kurir rekomendasi!! complain gak tindakan, bot saja... pakai voucher seneng banget, pas udah checkout dibatalin sepihak tokopedia, kalau memang gak niat ngasih voucher g usah lah, kecewa banget","Already using the old tokopedia even once the seller, now disappointed.Courier Recommendations In fact do not recommend, finished goods for a long time.one city can 8 days?Wow, right?Even the package is lost using a recommendation courier !!Complain not action, bot just ... use a very happy voucher, when I have a checkout, it can be canceled unilaterally to Tokopedia, if you don't intend to give a voucher, it's really disappointed"
"kurir rekomendasi sampah. sudah menggunakan tokopedia 2015 pernah mengalami kendala berarti, semenjak negara api menyerang berbelanja ditokopedia menjadi yang sangat menyebalkan, menunggu diproses toko sampai 4 hari baru dikirim, bebelum proses pengiriman tanggerang pandeglang menggunakan kurir rekomendasi sampai 7 hari bebelum datang di update lah estimasi nya 10 hari. kalau ini mending pindah shopee aja lah. uninstall tokopedia","Waste Recommendation Courier.Already using Tokopedia 2015 has experienced significant obstacles, since the fire country attacking shopping Ditokopedia has become very annoying, waiting for the shop to be processed for up to 4 days and then sent, the process of sending the Pandeglang Tanggerang uses a recommendation courier for up to 7 days to update the estimated 10 days.If this is better to move Shopee.Uninstall Tokopedia"
"2 akun 2 hp, 1 alamat. promo diskon 20 ribu, akhirnya belanja pakai 2 akun. bisa bisanya 1 batalkan sama sistem manipulasi transaksi katanya. lahhh, kalau 1 rumah ada 4 orang masing2 punya akun 1 alamat jadi gabisa belanja pakai promo diskon kah? aplikasi tetangga ga gitu deh, penting beda hp sah2 aja.","2 accounts 2 hp, 1 address.20 thousand discount promo, finally shopping using 2 accounts.Can be usually canceled the same as the transaction manipulation system, he said.Lahhh, if 1 house has 4 people each has a 1 address, so I can't shop using a discount promo?Neighbor's application isn't like that, it's important to have a different cellphone."
"kurir gak kompeten, pengiriman sangat lambat, penjual rata rata slow respon, beda jauh sama shopee yang bisa handle pengiriman lebih cepat... paling males belanja tokped..","The courier is incompetent, the shipping is very slow, the seller is the average slow response, it is much different from the shopee who can handle the shipping faster ... the most lazy shopping tokped .."
"sistem nya sangat sangat buruk. pengguna baru, check out barang otomatis batalkan sama sistem nya karna sesuai syarat& ketentuan. sangat sangat direkomendasikan memakai aplikasi ini.","The system is very, very bad.new users, check out goods automatically cancel the same system because according to the terms & conditions.It is highly recommended to use this application."
"aplikasi nya jadi jelek,semakin berat. banyak barang gak masuk akal harga nya toko palsu penipuan. ontidakir mahal, pengiriman sangat lambat sekali. belanja paling cepat 3hari, rata² 4 hari 5hari, di jalan nya bebelum termasuk pengemasan. jarak 50km 5hari nya, informasi pengiriman buruk sekali jelas. voucher/kuota gratis ontidakir cuma untk toko,barang,wilayah,tertentu. unistal,byee..","The application becomes ugly, getting heavier.a lot of items make no sense to the price of fake fraud stores.Ontidacir is expensive, shipping is very slow.Shopping the fastest 3 days, average 4 days 5 days, on the road bebelum including packaging.The distance of 50km 5 days is very clear shipping information.Ontidacir free vouchers/quota for shops, goods, regions, certain areas.Unistal, byee .."
"ditokopedia kekurangan 1 fitur download foto,kalau tambahkan fiturnya affiliate nyimpan foto whatsap bisnis jadi kelihatan profesional memudahkan para affiliate kalau konsumen menanyakan masalah warna satu usahakan foto di download tidak tarif harga produk,alasannya kalau ada tarif harga produk suatu waktu harga berubah,jadi para affiliate download lagi,kan repot jadinya","Ditokopedia lacks 1 photo download feature, if adding an affiliate feature to save a business whatsap business so it looks professional make it easier for affiliates if consumers ask about the color problem, try to download the photo not the product price tariff, the reason is that if there is a product price tariff one time the price changes, so the affiliatesdownload again, it's a hassle"
"kekecewaan berikutnya, pesanan kunjung datang padahal sangat diperlukan,jauh estimasi tanggal,eh ada perpanjangan, bebelum kalau barang sesuai ekspektasi seller memberi deskripsi sama padahal gambar berbeda, pelacakan diharapkan pesanan datang,eh masuk gudang lagi......arrrrghh..... semoga saya mengalami ini","The next disappointment, the order came even though it was very necessary, far estimated date, eh there was an extension, bebelum if the goods according to the expectations of the seller gave the same description even though the picture was different, the tracking was expected to come, eh enter the warehouse again ...... Arrrrghh ..... I hope I experience this"
"hati hati belanja tokopedia, member platinum, barang hilang kurir, klaim selesai & dana di refund, sudah lewat jatuh tempo, refund bebelum diterima. kerja cust service gak becus.. berpikir pindah shopee sekian lama pakai tokopedia platinum member","Be careful shopping tokopedia, platinum members, loss of courier goods, claims are completed & funds are refunded, have passed due, refund bebelum is received.Work Cust Service is incompetent .. Thinking of Moving Shopee for a long time using Tokopedia Platinum Member"
"pake voucher diskon(300rb an) awalnya sebebelum co dpt diskon, lalu lanjut selesai pembayaran briva/bca sdh berhasil malah dicancel otomatis tokped sendiri, saran aja kalau memang voucher diskon tdk digunakan dari awal aja bisa, bukanya sudah pembayaran langsung batalkan sistem, pengembalian uangnya di tarik lama sekali, bisa² 1x24 jam, masalahnya kemaren uangnya lebih 8jt, beda sama toko oren pengembalian tdk 1 menit,🫢","Use a discount voucher (300 thousand) originally before the CO can get a discount, then continue to finish the payment of Briva/BCA has succeeded in fact that it is automatically tokped itself, just suggestions if indeed the discount voucher is not used from the beginning it can, instead of the direct payment of the system, the refundfor a long time, it can be 1x24 hours, the problem yesterday was more than 8 million, different from the oren shop not 1 minute, 🫢"
"super nyebelin sih ini. order kabupaten sama. order tgl 23, pesanan diacc penjual tgl 25 (mepet waktu mau pas mau otomatis dibatalkan apk), sekarang udah tgl 27 blm kabar. gila sih, satu kabupaten doang loh.","Super annoying anyway.the same district order.Order on 23, DIACC Orders Seller on 25 (tight when you want to be automatically canceled by APK), now it's 27 not yet news.Crazy, one district."
"kurir rekomendasi lelet pengiriman nya, solusi diberikan memuaskan mengandalkan bot chat, estimasi pengiriman berubah semakin lama waktu tanpa keterangan jelas.","Courier Recommended Slow Shipping, Solutions Given satisfactorily relying on BOT chat, the estimated delivery changes longer without clear information."
"gw mesen barang tanggal 16 sampe hari ga nyampe nyampe, estimasi pengiriman awalnya cuma sampe tanggal 23, tiba tiba diubah sampe tanggal 29 alasan jelas konfirmasi pasti. layanan bantuannya ga jelas, sekelas tokopedia layanan bantuannya cuma bergantung sama bot?sangat profesional banget","I ordered the item on the 16th until the day arrived, the estimated delivery was initially only until the 23rd, suddenly changed until the 29th reason clear confirmation.The assistance service is unclear, the classmate of Tokopedia is that the assistance service only depends on the bot? Very professional"
"sebenarnya lama banget pakai tokopedia.. gopaylatter diblokir sebab,padahal pernah telat pembayaran sekalipun. heee... sekarang saatnya auto uninstal ganti keranjang orange. terima kasih selama ini. beralih aplikasi lebih memberikan kemudahan saja. bye bye toped.","Actually, it was very long to use Tokopedia ... Gopaylatter was blocked because, even though it was once late payment.Heee ... now it's time to auto uninstall change orange basket.Thank you all this time.Switching applications is more convenience.bye bye toped."
"bug inii, pake kartu tri buka tokped, gambarnya gak muncul samsek, buka ulasan cek cek produk, internet ga kendala buka youtube lancar, gambar tokped gak mau muncul, pas ganti kartu sim baru bisa, padahal singal tri lebih bagus ditempatku","This bug, use a tri card open tokped, the picture does not appear samsek, open a review review check product, the internet does not obstacle to open youtube smooth"
"belanja tokopedia gratis ontidakir pakai kurir rekomendasi & pakai kurir standar bayar, pakai kurir rekomendasi barang lempar"" berbagai expedisi lama pengirimannya 2/3 minggu baru pesanan sampai ke pembeli, fitur komplain yang bales bot/robot, emang tolol sih kebijakan baru pakai kurir rekomendasi tokopedia padahal marketapilace lainnya begitu.","Shopping for free tokopedia Ontidacir uses a recommendation courier & uses a standard payment courier, use a courier of throwing items ""Various Expeditions of Old Delibration 2/3 weeks New Order to Buyers, Complaints features that BALES BALES BOT/ROBOT, it is stupid new policies to use Tokopedia Recommendations CourierEven though other marketaplaces are like that."
"tokopedia udah belumayan dr terakhir kali rating setahun lalu (+1*).. setelah lebaran koq fitur search produk nya jd amburadul, jadi akurat brg tidak terkait masuk smua.. kembalikan spt sblm lebaran.","Tokopedia has been decent from the last time rating a year ago (+1*) ... after Eid, the product search feature is in chaotic, so it is accurate that it is not related to all."
"bintang 5 cabut kecewa pihak toko(official) lama proses barang lalu ekspedisi rekomendasi komplain lama. saya tadinya menjadikan tokopedia e commers langganan, sekarang saya kecewa","Star 5 Revised Disappointed The Shop (Official) Long Process of Goods and then Expedition of Old Complaints Recommendations.I used to make Tokopedia E Commers subscribe, now I am disappointed"
"tokopedia juara hal lambat pengiriman ,dari tangerang bandung 4 hari ontidakir jg bayar.dari tangerang pesanan jakarta lalu karawang lanjut bandung kota baru sampe bandung babakan ciparay tempat tujuan sore alhasil kirim paginya lagi.belajar dulu hal pengiriman lazada pelanggan puas pelayanan nya....parah tokopedia lambat lelet sekali.sudah beberapa kali belanja di tokopedia memuaskan terutama pengiriman barang.👎👎👎👎","Tokopedia Champion Slow Delivery, from Tangerang Bandung 4 days Ontidacir also paid. From Tangerang Jakarta Orders Lalu Karawang Continuing Bandung New City to Bandung Babakan Ciparay Place of destinationsevere tokopedia is very slow. It's been a few shopping at Tokopedia, especially shipping goods."
"update aplikasi mulai versi ini,klo search mana-mana akurat. coba search keyword nya ""killbus"",malah muncul barang tidak cari. barang sebenarnya ada. tidak muncul. itu satu-satunya. sedantidakan barang dicari sebenarnya ada. apa gunanya pakai aplikasi tidak akurat??? tim developernya gimana nih? tim programmer kerja pas deadline yak? padahal cuma copas-copas doang project sebebelumnya/org, ai, web open source. aja nub.","Application updates starting in this version, if searching everywhere accurate.Try searching the keyword ""killbus"", instead it appears not looking for items.There are actually goods.do not appear.That's the only one.There are actually searched goods.What's the point of using an inaccurate application ???What is the developer team?The work programmer team is right deadline?Even though it's just a copy of the project before the/person, AI, Web Open Source.Just nub."
tokped bagus cuma 1 saya kemdalany update status pengirimannya lambat. nunggu hari berikutnya baru status shipping nya terupdate. mohon pihak tokped percepat update status pengiriman nya jadi kita lacak paket nya udah tau udah sampe mana paket nya,good tokped only 1 I am a slow update on the shipping status.Wait for the next day the new shipping status is updated.please tokped to accelerate the shipping status update so we trace the package already know where the package has arrived
"tokopedia akhir-akhir ya? koq kinerjanya gak kaya dulu... persamaan order kali ini... kurir lama tidak update... kenapa barang terus diproses penjual, ya.. mau dibatalkan, kasian.. order keburu diproses","Tokopedia lately huh?how come the performance is not rich first ... the equation of the order this time ... the old courier is not updated ... why is the item continues to be processed by the seller, yes .. want to be canceled, sorry .. the order is processed"
"bebelum betukan masalah seperti, ada kolom mengisi password selalu ""sesi telah habis"" padahal kode baru dikirim. di betulkan !","Bebelum is a problem like, there is a column filling the password always ""session has run out"" even though the new code is sent.Reveal!"
"ada jaminan "" tepat waktu "" lakukan toko shopiee, ( barang terlambat buyer kopensasi ) ada rating khusus jasa kirim halnya ada di toko shopiee, berfungsi referensi data goto menegur jasa kirim yang suka terlambat langsung c.e.o nya.","There is a guarantee ""on time"" to do a shopiee shop, (late kopensation buyer) There is a special rating of sending services, which is in the Shopiee store, functions to reference data Goto reprimanded the shipping service that likes to be late directly c.e.o."
"tolonglah sistem pencarian nya jadi ngaco gini, dicari gak padahal pas diubek ubek ada. kadang barang ketemu mau short malah barang tadi ilang. balikinlah sistem pencarian kek dulu","Please the search system so it becomes awesome like this, you are looking for even though it is published by Ubek.Sometimes the goods meet you want to be short, even the item is missing.Reverse the search system first"
"kalau pesen tokopedia ada drama nyasar beda provinsi bermalam disuatu tempat sampe berminggu minggu, parah sekali pengirimannya, ga sesuai banget garansi tepat waktu,,, cs nya sama sekarang aga da cs live semuanya layanin sama robot, dah paling bener belanja @shopeee","If you order Tokopedia there is a stray drama of the Different Province of the province overnight in a place until weeks, the shipment is very bad, it doesn't match the warranty on time ,,, cs is the same now and now, all of them serve with robots, it's the most correct shopping @shopeee"
"kedepannya ditambah lokasi map cantumkan detail lokasinya, disini nomor rumahnya sama kadang kurir khususnya kurir baru daerah tempat tinggal sering kirim rumah nomornya kebetulan sama rumah saya.","In the future, plus the location of the map include the details of the location, here the same house number is sometimes the courier, especially the new courier, the area often sends the house the number happens to be the same as my house."
"proses pembatalan sangat lama jelas seller melakukan konfirmasi barang proses selanjutnya,tapi admin tokped serta merta melakukan refound pembeli melakukan pembatalan.... shopee terbaik..","The cancellation process is very long, it is clear that the seller confirms the next process items, but the admin tokped and immediately refound the buyer to cancel ... the best shopee .."
